88804,77987;ORANGE Communications Luxembourg S.A.
88804,77987;POST Luxembourg
88804,77987;TANGO S.A.
76968,81747;ORANGE Communications Luxembourg S.A.
83307,73594;POST Luxembourg
83307,73594;TANGO S.A.
83307,73594;ORANGE Communications Luxembourg S.A.
83756,77926;ORANGE Communications Luxembourg S.A.
60667,69536;POST Luxembourg
60667,69536;ORANGE Communications Luxembourg S.A.
79186,66950;POST Luxembourg
68749,78639;TANGO S.A.
68749,78639;ORANGE Communications Luxembourg S.A.
80778,76074;TANGO S.A.
80778,76074;ORANGE Communications Luxembourg S.A.
67122,72915;ORANGE Communications Luxembourg S.A.
71974,69304;ORANGE Communications Luxembourg S.A.
78315,76054;ORANGE Communications Luxembourg S.A.
99539,82176;ORANGE Communications Luxembourg S.A.
99539,82176;TANGO S.A.
96352,83252;POST Luxembourg
96352,83252;ORANGE Communications Luxembourg S.A.
74760,58740;ORANGE Communications Luxembourg S.A.
74760,58740;TANGO S.A.
76307,72657;ORANGE Communications Luxembourg S.A.
69522,61523;POST Luxembourg
69522,61523;ORANGE Communications Luxembourg S.A.
98095,97563;POST Luxembourg
68774,65492;POST Luxembourg
77544,73619;ORANGE Communications Luxembourg S.A.
77544,73619;TANGO S.A.
78257,75962;TANGO S.A.
73457,74994;ORANGE Communications Luxembourg S.A.
73457,74994;POST Luxembourg
80535,75732;POST Luxembourg
80535,75732;ORANGE Communications Luxembourg S.A.
87212,67465;ORANGE Communications Luxembourg S.A.
87212,67465;POST Luxembourg
93151,76615;ORANGE Communications Luxembourg S.A.
93151,76615;POST Luxembourg
91523,84503;ORANGE Communications Luxembourg S.A.
91523,84503;TANGO S.A.
92474,60829;TANGO S.A.
92474,60829;POST Luxembourg
92474,60829;ORANGE Communications Luxembourg S.A.
70550,66897;TANGO S.A.
70550,66897;POST Luxembourg
70550,66897;ORANGE Communications Luxembourg S.A.
93335,65705;TANGO S.A.
93335,65705;POST Luxembourg
93335,65705;ORANGE Communications Luxembourg S.A.
69546,78358;POST Luxembourg
69546,78358;ORANGE Communications Luxembourg S.A.
93315,80856;TANGO S.A.
93315,80856;POST Luxembourg
93315,80856;ORANGE Communications Luxembourg S.A.
76642,74672;ORANGE Communications Luxembourg S.A.
78438,71517;ORANGE Communications Luxembourg S.A.
78438,71517;POST Luxembourg
78438,71517;TANGO S.A.
75735,72446;ORANGE Communications Luxembourg S.A.
75735,72446;POST Luxembourg
75735,72446;TANGO S.A.
65001,78865;ORANGE Communications Luxembourg S.A.
75513,74221;ORANGE Communications Luxembourg S.A.
78007,75183;POST Luxembourg
78007,75183;ORANGE Communications Luxembourg S.A.
78971,73272;POST Luxembourg
78971,73272;ORANGE Communications Luxembourg S.A.
78971,73272;TANGO S.A.
93882,60384;ORANGE Communications Luxembourg S.A.
93882,60384;TANGO S.A.
93882,60384;POST Luxembourg
73798,63032;ORANGE Communications Luxembourg S.A.
77114,74557;ORANGE Communications Luxembourg S.A.
84999,79260;ORANGE Communications Luxembourg S.A.
84999,79260;POST Luxembourg
67144,87630;TANGO S.A.
67144,87630;ORANGE Communications Luxembourg S.A.
67144,87630;POST Luxembourg
71465,82070;POST Luxembourg
71465,82070;ORANGE Communications Luxembourg S.A.
71465,82070;TANGO S.A.
93900,68240;ORANGE Communications Luxembourg S.A.
68474,86196;ORANGE Communications Luxembourg S.A.
91285,69597;ORANGE Communications Luxembourg S.A.
91285,69597;POST Luxembourg
61876,75611;POST Luxembourg
61876,75611;ORANGE Communications Luxembourg S.A.
98280,80054;ORANGE Communications Luxembourg S.A.
82680,63811;ORANGE Communications Luxembourg S.A.
81309,80477;TANGO S.A.
81309,80477;POST Luxembourg
81309,80477;ORANGE Communications Luxembourg S.A.
80565,94927;ORANGE Communications Luxembourg S.A.
80565,94927;TANGO S.A.
80565,94927;POST Luxembourg
89478,95538;TANGO S.A.
89478,95538;ORANGE Communications Luxembourg S.A.
75010,91498;ORANGE Communications Luxembourg S.A.
66598,76427;ORANGE Communications Luxembourg S.A.
68209,59016;ORANGE Communications Luxembourg S.A.
68209,59016;TANGO S.A.
68209,59016;POST Luxembourg
84089,79485;TANGO S.A.
84089,79485;ORANGE Communications Luxembourg S.A.
66435,62026;ORANGE Communications Luxembourg S.A.
66435,62026;POST Luxembourg
68329,76189;ORANGE Communications Luxembourg S.A.
61789,84792;POST Luxembourg
61789,84792;ORANGE Communications Luxembourg S.A.
64805,90471;TANGO S.A.
64805,90471;ORANGE Communications Luxembourg S.A.
64805,90471;POST Luxembourg
75575,70032;TANGO S.A.
75575,70032;ORANGE Communications Luxembourg S.A.
75575,70032;POST Luxembourg
64539,99453;POST Luxembourg
64539,99453;TANGO S.A.
64539,99453;ORANGE Communications Luxembourg S.A.
59666,101611;POST Luxembourg
59666,101611;ORANGE Communications Luxembourg S.A.
87247,72171;POST Luxembourg
87247,72171;TANGO S.A.
87247,72171;ORANGE Communications Luxembourg S.A.
58895,69046;TANGO S.A.
58895,69046;ORANGE Communications Luxembourg S.A.
68609,132905;POST Luxembourg
68609,132905;TANGO S.A.
68609,132905;ORANGE Communications Luxembourg S.A.
94012,72106;POST Luxembourg
94012,72106;TANGO S.A.
94012,72106;ORANGE Communications Luxembourg S.A.
60423,91758;ORANGE Communications Luxembourg S.A.
60423,91758;TANGO S.A.
60423,91758;POST Luxembourg
83845,85629;TANGO S.A.
83845,85629;ORANGE Communications Luxembourg S.A.
90271,90320;ORANGE Communications Luxembourg S.A.
90271,90320;POST Luxembourg
90271,90320;TANGO S.A.
56115,68544;TANGO S.A.
56115,68544;ORANGE Communications Luxembourg S.A.
86898,87147;ORANGE Communications Luxembourg S.A.
65629,64573;ORANGE Communications Luxembourg S.A.
76568,72719;POST Luxembourg
66168,63420;POST Luxembourg
64515,94989;ORANGE Communications Luxembourg S.A.
59333,121015;TANGO S.A.
59333,121015;ORANGE Communications Luxembourg S.A.
73423,61292;TANGO S.A.
73423,61292;POST Luxembourg
73423,61292;ORANGE Communications Luxembourg S.A.
70261,58513;ORANGE Communications Luxembourg S.A.
49993,99559;POST Luxembourg
49993,99559;TANGO S.A.
49993,99559;ORANGE Communications Luxembourg S.A.
61106,114084;ORANGE Communications Luxembourg S.A.
50409,97458;TANGO S.A.
50409,97458;ORANGE Communications Luxembourg S.A.
50409,97458;POST Luxembourg
85124,83995;ORANGE Communications Luxembourg S.A.
95314,94312;TANGO S.A.
95314,94312;ORANGE Communications Luxembourg S.A.
95314,94312;POST Luxembourg
75701,63373;POST Luxembourg
77203,74629;POST Luxembourg
75443,88517;TANGO S.A.
75443,88517;ORANGE Communications Luxembourg S.A.
75443,88517;POST Luxembourg
98279,79988;POST Luxembourg
60356,109478;TANGO S.A.
60356,109478;ORANGE Communications Luxembourg S.A.
60356,109478;POST Luxembourg
77784,96937;ORANGE Communications Luxembourg S.A.
77784,96937;TANGO S.A.
77784,96937;POST Luxembourg
97260,97528;POST Luxembourg
97260,97528;TANGO S.A.
97260,97528;ORANGE Communications Luxembourg S.A.
76631,87323;POST Luxembourg
76631,87323;TANGO S.A.
58741,69764;ORANGE Communications Luxembourg S.A.
58741,69764;POST Luxembourg
81570,64451;ORANGE Communications Luxembourg S.A.
81570,64451;TANGO S.A.
81570,64451;POST Luxembourg
71354,76651;ORANGE Communications Luxembourg S.A.
74053,60542;ORANGE Communications Luxembourg S.A.
74053,60542;POST Luxembourg
74053,60542;TANGO S.A.
78025,108489;ORANGE Communications Luxembourg S.A.
78025,108489;TANGO S.A.
78025,108489;POST Luxembourg
61070,65362;POST Luxembourg
61070,65362;TANGO S.A.
61070,65362;ORANGE Communications Luxembourg S.A.
77046,75415;ORANGE Communications Luxembourg S.A.
88375,63175;POST Luxembourg
65999,62884;ORANGE Communications Luxembourg S.A.
65999,62884;TANGO S.A.
62390,69011;ORANGE Communications Luxembourg S.A.
62390,69011;POST Luxembourg
62390,69011;TANGO S.A.
101718,96406;ORANGE Communications Luxembourg S.A.
101718,96406;TANGO S.A.
101718,96406;POST Luxembourg
73918,101912;ORANGE Communications Luxembourg S.A.
66593,62600;ORANGE Communications Luxembourg S.A.
66593,62600;TANGO S.A.
70786,60023;ORANGE Communications Luxembourg S.A.
70786,60023;TANGO S.A.
61905,82020;POST Luxembourg
61905,82020;TANGO S.A.
77339,82446;POST Luxembourg
77339,82446;TANGO S.A.
59662,65448;POST Luxembourg
59662,65448;TANGO S.A.
59662,65448;ORANGE Communications Luxembourg S.A.
71784,70268;ORANGE Communications Luxembourg S.A.
71784,70268;TANGO S.A.
71784,70268;POST Luxembourg
92867,99860;ORANGE Communications Luxembourg S.A.
92867,99860;TANGO S.A.
92867,99860;POST Luxembourg
66953,62681;ORANGE Communications Luxembourg S.A.
66953,62681;TANGO S.A.
66953,62681;POST Luxembourg
78061,74492;POST Luxembourg
79040,65853;ORANGE Communications Luxembourg S.A.
79040,65853;POST Luxembourg
79040,65853;TANGO S.A.
86637,67436;POST Luxembourg
86637,67436;ORANGE Communications Luxembourg S.A.
86637,67436;TANGO S.A.
82692,111064;TANGO S.A.
82692,111064;POST Luxembourg
82692,111064;ORANGE Communications Luxembourg S.A.
77589,76473;TANGO S.A.
77589,76473;ORANGE Communications Luxembourg S.A.
80302,77935;POST Luxembourg
59501,88216;ORANGE Communications Luxembourg S.A.
59501,88216;TANGO S.A.
59501,88216;POST Luxembourg
69485,93049;POST Luxembourg
69485,93049;TANGO S.A.
69485,93049;ORANGE Communications Luxembourg S.A.
74049,62098;POST Luxembourg
74049,62098;ORANGE Communications Luxembourg S.A.
74049,62098;TANGO S.A.
63945,62957;ORANGE Communications Luxembourg S.A.
63945,62957;POST Luxembourg
63945,62957;TANGO S.A.
79510,78141;ORANGE Communications Luxembourg S.A.
79510,78141;POST Luxembourg
79510,78141;TANGO S.A.
77370,79684;POST Luxembourg
77370,79684;TANGO S.A.
72055,72434;ORANGE Communications Luxembourg S.A.
72055,72434;POST Luxembourg
72055,72434;TANGO S.A.
70267,125016;POST Luxembourg
70267,125016;ORANGE Communications Luxembourg S.A.
71533,75144;POST Luxembourg
71533,75144;TANGO S.A.
71986,69288;ORANGE Communications Luxembourg S.A.
71986,69288;TANGO S.A.
71986,69288;POST Luxembourg
79801,77504;POST Luxembourg
79801,77504;ORANGE Communications Luxembourg S.A.
79801,77504;TANGO S.A.
63313,65466;POST Luxembourg
63313,65466;TANGO S.A.
72000,75575;POST Luxembourg
72000,75575;TANGO S.A.
72000,75575;ORANGE Communications Luxembourg S.A.
69666,136411;ORANGE Communications Luxembourg S.A.
69666,136411;TANGO S.A.
76100,71657;POST Luxembourg
88404,62917;POST Luxembourg
88404,62917;TANGO S.A.
88404,62917;ORANGE Communications Luxembourg S.A.
62832,113963;ORANGE Communications Luxembourg S.A.
62832,113963;POST Luxembourg
62832,113963;TANGO S.A.
64827,79288;POST Luxembourg
64827,79288;ORANGE Communications Luxembourg S.A.
79657,81223;ORANGE Communications Luxembourg S.A.
79657,81223;TANGO S.A.
79657,81223;POST Luxembourg
59677,101623;TANGO S.A.
77371,79678;ORANGE Communications Luxembourg S.A.
84087,79483;POST Luxembourg
75907,75692;POST Luxembourg
75907,75692;TANGO S.A.
91213,75205;POST Luxembourg
91213,75205;TANGO S.A.
91213,75205;ORANGE Communications Luxembourg S.A.
79943,69425;POST Luxembourg
79943,69425;ORANGE Communications Luxembourg S.A.
68250,62980;TANGO S.A.
68250,62980;POST Luxembourg
68250,62980;ORANGE Communications Luxembourg S.A.
75509,74247;TANGO S.A.
68871,81157;POST Luxembourg
68871,81157;TANGO S.A.
68871,81157;ORANGE Communications Luxembourg S.A.
71650,101477;POST Luxembourg
71650,101477;TANGO S.A.
71650,101477;ORANGE Communications Luxembourg S.A.
73815,133788;POST Luxembourg
73815,133788;TANGO S.A.
73815,133788;ORANGE Communications Luxembourg S.A.
81370,98913;POST Luxembourg
81370,98913;TANGO S.A.
81370,98913;ORANGE Communications Luxembourg S.A.
75973,100931;TANGO S.A.
75973,100931;ORANGE Communications Luxembourg S.A.
63862,63383;POST Luxembourg
76939,75161;POST Luxembourg
76939,75161;ORANGE Communications Luxembourg S.A.
76939,75161;TANGO S.A.
94055,59251;POST Luxembourg
94055,59251;TANGO S.A.
94055,59251;ORANGE Communications Luxembourg S.A.
77039,66843;POST Luxembourg
77039,66843;ORANGE Communications Luxembourg S.A.
59169,107102;POST Luxembourg
59169,107102;TANGO S.A.
59169,107102;ORANGE Communications Luxembourg S.A.
68938,113853;POST Luxembourg
68938,113853;TANGO S.A.
68938,113853;ORANGE Communications Luxembourg S.A.
77607,71104;TANGO S.A.
74171,59712;TANGO S.A.
74171,59712;ORANGE Communications Luxembourg S.A.
74171,59712;POST Luxembourg
54359,100806;POST Luxembourg
54359,100806;TANGO S.A.
54359,100806;ORANGE Communications Luxembourg S.A.
66568,126041;ORANGE Communications Luxembourg S.A.
66568,126041;POST Luxembourg
67505,96238;ORANGE Communications Luxembourg S.A.
67505,96238;TANGO S.A.
67505,96238;POST Luxembourg
75271,91245;POST Luxembourg
72575,86062;POST Luxembourg
72575,86062;TANGO S.A.
72575,86062;ORANGE Communications Luxembourg S.A.
72177,135124;POST Luxembourg
72177,135124;TANGO S.A.
65682,62680;POST Luxembourg
86942,104410;POST Luxembourg
86942,104410;ORANGE Communications Luxembourg S.A.
86942,104410;TANGO S.A.
80299,112586;POST Luxembourg
80299,112586;ORANGE Communications Luxembourg S.A.
80299,112586;TANGO S.A.
66983,78946;POST Luxembourg
66983,78946;TANGO S.A.
54171,108198;POST Luxembourg
54171,108198;ORANGE Communications Luxembourg S.A.
78063,72068;TANGO S.A.
65489,64269;TANGO S.A.
76799,72572;TANGO S.A.
86812,86145;POST Luxembourg
56884,115793;POST Luxembourg
56884,115793;ORANGE Communications Luxembourg S.A.
65994,72776;POST Luxembourg
83796,94464;POST Luxembourg
89114,100512;POST Luxembourg
84630,78239;TANGO S.A.
84630,78239;POST Luxembourg
82996,75610;POST Luxembourg
63381,111132;POST Luxembourg
64628,93627;POST Luxembourg
64628,93627;TANGO S.A.
85145,93941;ORANGE Communications Luxembourg S.A.
85145,93941;POST Luxembourg
79959,91363;TANGO S.A.
79959,91363;POST Luxembourg
65337,119804;POST Luxembourg
65337,119804;TANGO S.A.
65337,119804;ORANGE Communications Luxembourg S.A.
61782,80618;POST Luxembourg
92123,93801;POST Luxembourg
78054,72787;POST Luxembourg
54854,92620;POST Luxembourg
66980,66321;POST Luxembourg
80344,77686;TANGO S.A.
64971,96641;TANGO S.A.
64971,96641;POST Luxembourg
92575,95089;TANGO S.A.
93337,77554;TANGO S.A.
78424,75109;TANGO S.A.
74378,74860;TANGO S.A.
73636,74215;POST Luxembourg
64005,77993;POST Luxembourg
76142,90016;POST Luxembourg
69449,89318;POST Luxembourg
68455,86192;POST Luxembourg
95486,74792;POST Luxembourg
66688,92762;POST Luxembourg
56477,88352;TANGO S.A.
56477,88352;POST Luxembourg
67693,78037;POST Luxembourg
58927,68972;POST Luxembourg
77659,81647;POST Luxembourg
78687,74918;POST Luxembourg
74138,71971;POST Luxembourg
71286,76334;POST Luxembourg
103872,86602;POST Luxembourg
78020,84983;ORANGE Communications Luxembourg S.A.
78020,84983;POST Luxembourg
92118,81528;POST Luxembourg
72572,77254;ORANGE Communications Luxembourg S.A.
72572,77254;TANGO S.A.
98537,97015;POST Luxembourg
87521,95528;POST Luxembourg
80534,72419;POST Luxembourg
63314,108620;POST Luxembourg
70560,106967;POST Luxembourg
73593,127679;POST Luxembourg
73641,107965;POST Luxembourg
64635,107969;POST Luxembourg
70063,124555;TANGO S.A.
70063,124555;ORANGE Communications Luxembourg S.A.
70063,124555;POST Luxembourg
84775,103630;ORANGE Communications Luxembourg S.A.
84775,103630;TANGO S.A.
84775,103630;POST Luxembourg
66010,62802;POST Luxembourg
82974,98144;ORANGE Communications Luxembourg S.A.
82974,98144;TANGO S.A.
82974,98144;POST Luxembourg
73362,133803;POST Luxembourg
73950,118864;POST Luxembourg
67996,120084;TANGO S.A.
67996,120084;POST Luxembourg
68472,117443;POST Luxembourg
72864,121349;POST Luxembourg
58557,97626;TANGO S.A.
58557,97626;POST Luxembourg
59872,93863;POST Luxembourg
77076,75166;POST Luxembourg
68091,131921;POST Luxembourg
70512,132373;POST Luxembourg
70512,132373;TANGO S.A.
58062,113361;TANGO S.A.
63107,114716;POST Luxembourg
52711,110495;TANGO S.A.
52711,110495;POST Luxembourg
81393,111510;POST Luxembourg
81393,111510;ORANGE Communications Luxembourg S.A.
73761,113057;ORANGE Communications Luxembourg S.A.
73761,113057;POST Luxembourg
77407,80641;POST Luxembourg
77250,79034;POST Luxembourg
78528,73473;POST Luxembourg
79810,72370;TANGO S.A.
79810,72370;POST Luxembourg
88044,63635;TANGO S.A.
88044,63635;POST Luxembourg
66075,81872;TANGO S.A.
66075,81872;POST Luxembourg
53924,113285;POST Luxembourg
61199,102727;POST Luxembourg
59701,112399;ORANGE Communications Luxembourg S.A.
59701,112399;POST Luxembourg
59415,83469;TANGO S.A.
59415,83469;POST Luxembourg
55981,119470;POST Luxembourg
55981,119470;TANGO S.A.
87025,90979;POST Luxembourg
74727,89575;POST Luxembourg
69833,125661;POST Luxembourg
57764,114444;ORANGE Communications Luxembourg S.A.
70202,57959;TANGO S.A.
88845,63460;TANGO S.A.
75815,76827;TANGO S.A.
99718,97061;TANGO S.A.
91425,60976;TANGO S.A.
70271,124996;TANGO S.A.
74416,109958;TANGO S.A.
87089,87148;TANGO S.A.
85274,91719;TANGO S.A.
76641,84907;TANGO S.A.
81509,78497;TANGO S.A.
81509,78497;POST Luxembourg
68014,118460;TANGO S.A.
68014,118460;ORANGE Communications Luxembourg S.A.
71470,60819;TANGO S.A.
66201,60912;ORANGE Communications Luxembourg S.A.
66201,60912;POST Luxembourg
85841,64343;TANGO S.A.
85841,64343;ORANGE Communications Luxembourg S.A.
85841,64343;POST Luxembourg
60838,123663;TANGO S.A.
60838,123663;POST Luxembourg
64266,75922;POST Luxembourg
63593,108726;TANGO S.A.
76582,67770;POST Luxembourg
90729,78704;TANGO S.A.
90729,78704;ORANGE Communications Luxembourg S.A.
90729,78704;POST Luxembourg
77629,76640;POST Luxembourg
69995,58492;POST Luxembourg
67454,64285;POST Luxembourg
66613,125819;TANGO S.A.
66613,125819;ORANGE Communications Luxembourg S.A.
65858,129230;POST Luxembourg
81603,63582;TANGO S.A.
80058,77507;TANGO S.A.
76269,64633;POST Luxembourg
78605,76735;POST Luxembourg
92336,66469;POST Luxembourg
77243,75581;POST Luxembourg
77703,75122;POST Luxembourg
80401,67964;TANGO S.A.
76970,69836;TANGO S.A.
74272,116930;TANGO S.A.
68065,73591;TANGO S.A.
68065,73591;POST Luxembourg
76171,72427;POST Luxembourg
100064,91604;TANGO S.A.
100064,91604;ORANGE Communications Luxembourg S.A.
76875,75981;ORANGE Communications Luxembourg S.A.
76875,75981;POST Luxembourg
98850,84927;TANGO S.A.
98850,84927;ORANGE Communications Luxembourg S.A.
97029,74915;POST Luxembourg
63867,74209;TANGO S.A.
73679,93558;TANGO S.A.
75334,90613;TANGO S.A.
77374,75039;POST Luxembourg
76659,74715;POST Luxembourg
74731,76442;TANGO S.A.
75667,73876;ORANGE Communications Luxembourg S.A.
78262,75970;ORANGE Communications Luxembourg S.A.
79853,86281;POST Luxembourg
78279,71249;TANGO S.A.
78279,71249;ORANGE Communications Luxembourg S.A.
99971,82785;POST Luxembourg
82352,74745;TANGO S.A.
82352,74745;POST Luxembourg
73414,63132;POST Luxembourg
70713,60094;POST Luxembourg
59892,65643;POST Luxembourg
59056,92466;POST Luxembourg
72785,87473;ORANGE Communications Luxembourg S.A.
72785,87473;POST Luxembourg
69925,58166;ORANGE Communications Luxembourg S.A.
76292,72145;TANGO S.A.
73049,81118;POST Luxembourg
73049,81118;TANGO S.A.
73049,81118;ORANGE Communications Luxembourg S.A.
79247,106616;POST Luxembourg
63363,97264;POST Luxembourg
63363,97264;TANGO S.A.
90227,101771;TANGO S.A.
54778,67821;TANGO S.A.
54778,67821;POST Luxembourg
75855,91209;ORANGE Communications Luxembourg S.A.
66452,62450;ORANGE Communications Luxembourg S.A.
61602,81354;ORANGE Communications Luxembourg S.A.
66251,61865;ORANGE Communications Luxembourg S.A.
77425,75237;ORANGE Communications Luxembourg S.A.
88027,63346;ORANGE Communications Luxembourg S.A.
81564,64392;ORANGE Communications Luxembourg S.A.
73213,76163;POST Luxembourg
73265,129274;ORANGE Communications Luxembourg S.A.
75572,98089;ORANGE Communications Luxembourg S.A.
75572,98089;TANGO S.A.
64744,71893;ORANGE Communications Luxembourg S.A.
64744,71893;POST Luxembourg
56188,65820;ORANGE Communications Luxembourg S.A.
66024,61365;ORANGE Communications Luxembourg S.A.
80622,77490;TANGO S.A.
65915,62382;ORANGE Communications Luxembourg S.A.
77260,75281;TANGO S.A.
74185,110016;ORANGE Communications Luxembourg S.A.
74185,110016;POST Luxembourg
63741,126210;TANGO S.A.
63741,126210;ORANGE Communications Luxembourg S.A.
58994,83042;ORANGE Communications Luxembourg S.A.
75506,73892;TANGO S.A.
61728,94195;TANGO S.A.
68628,78275;POST Luxembourg
85793,100602;POST Luxembourg
74990,98173;POST Luxembourg
68105,84460;POST Luxembourg
75548,68872;TANGO S.A.
62434,130096;POST Luxembourg
104698,94365;POST Luxembourg
80894,76581;POST Luxembourg
65295,84664;TANGO S.A.
